Address,City,State,ZIP,ZIP4
17532 W HARRISON ST,GOODYEAR,AZ,85338,8000
400 N 2ND AVE,TUCSON,AZ,85705,8506
10000 E MCDOWELL RD,SCOTTSDALE,AZ,85256,5201
1590 S AVENUE C,YUMA,AZ,85364,4118
2631 N BROWN AVE,CASA GRANDE,AZ,85122,NOT AVAILABLE
5405 E. PINNACLE VISTA DRIVE,PHOENIX,AZ,85085,NOT AVAILABLE
HWY 264 5 MI E OF GANADO,GANADO,AZ,86505,NOT AVAILABLE
5000 W WHITTEN ST,CHANDLER,AZ,85226,4521
15808 N 63RD AVE,GLENDALE,AZ,85306,2328
111 N WELL RD,AJO,AZ,85321,1840
403 DIAMOND CREEK ROAD,PEACH SPRINGS,AZ,86434,NOT AVAILABLE
18424 N 51ST AVE,GLENDALE,AZ,85308,1443
4322 E DESERT WILLOW PARKWAY,CAVE CREEK,AZ,85331,NOT AVAILABLE
1919 E SHARON DR,PHOENIX,AZ,85022,5057
4068 E PECOS RD,GILBERT,AZ,85295,2529
3201 W SHERMAN ST,PHOENIX,AZ,85009,5680
555 WEST 7TH STREET,ST JOHNS,AZ,85936,NOT AVAILABLE
6330 W GREENWAY RD,GLENDALE,AZ,85306,3219
150 W AJO WAY,TUCSON,AZ,85713,6035
7310 N 27TH AVE,PHOENIX,AZ,85051,7505
15800 W SHERMAN ST,GOODYEAR,AZ,85338,3011
7720 N SILVERBELL RD,TUCSON,AZ,85743,8209
6711 E 2ND ST,PRESCOTT VALLEY,AZ,86314,2657
12990 E SHEA BLVD,SCOTTSDALE,AZ,85259,5305
12990 E SHEA BLVD,SCOTTSDALE,AZ,85259,5305
1466 W CAMINO ANTIGUA,SAHUARITA,AZ,85629,9720
421 N ARCADIA AVE,TUCSON,AZ,85711,3032
4600 W CORTARO FARMS RD,TUCSON,AZ,85742,8798
2300 N TANQUE VERDE LOOP RD,TUCSON,AZ,85749,9786
4600 S BRIGHT ANGEL WAY,CHANDLER,AZ,85249,6005
855 N MELROSE AVE,TUCSON,AZ,85745,2387
19 POPLAR ST,PAGE,AZ,86040,NOT AVAILABLE
3200 W 16TH ST,YUMA,AZ,85364,4242
2600 S 8TH AVE,TUCSON,AZ,85713,4728
45 S 3RD AVE,AVONDALE,AZ,85323,2264
5401 S 7TH ST,PHOENIX,AZ,85040,3104
3223 N 4TH ST,FLAGSTAFF,AZ,86004,2039
3868 N PINE CREEK DR,PINE,AZ,85544,NOT AVAILABLE
32 S CENTER ST,MESA,AZ,85210,1306
129 N ARIZOLA RD,CASA GRANDE,AZ,85122,5360
3733 N 75TH AVE,PHOENIX,AZ,85033,3702
500 N 3RD AVE,PATAGONIA,AZ,85624,NOT AVAILABLE
2909 W. BELL ROAD,PHOENIX,AZ,85053,NOT AVAILABLE
220 RUGER RD STE 2,PRESCOTT,AZ,86301,9114
500 N MAIN,SELIGMAN,AZ,86337,NOT AVAILABLE
5330 N 23RD AVE,PHOENIX,AZ,85015,2700
4520 W MCDOWELL RD,PHOENIX,AZ,85035,4109
NAVAJO RTE 8066 & COUNTY RD 573,CHINLE,AZ,86503,NOT AVAILABLE
7150 E 24TH ST,YUMA,AZ,85365,1179
2000 N 16TH ST,PHOENIX,AZ,85006,1910
2401 S WILMOT RD,TUCSON,AZ,85711,6948
1331 E REDFIELD RD,TEMPE,AZ,85283,4133
7841 W SWEETWATER AVE,PEORIA,AZ,85381,4994
433 N HALL,MESA,AZ,85203,7407
11650 W WHYMAN AVE,AVONDALE,AZ,85323,8461
811 N 13TH ST,PHOENIX,AZ,85006,3400
601 N 7TH ST,WILLIAMS,AZ,86046,1905
3025 N WINSTEL BLVD,TUCSON,AZ,85716,1740
2700 W BROADWAY BLVD,TUCSON,AZ,85745,1715
6625 N 56TH AVE,GLENDALE,AZ,85301,3963
5040 S CAMPBELL AVE,TUCSON,AZ,85706,1510
701 S NAVAJO AVE,PARKER,AZ,85344,4936
1000 CURIEL STREET,ELOY,AZ,85231,NOT AVAILABLE
3042 E ADOBE ST,MESA,AZ,85213,6920
14841 S 41ST PL,PHOENIX,AZ,85044,3727
15414 N MCDOWELL MOUNTAIN RD,FOUNTAIN HILLS,AZ,85268,2364
HIGHWAY 70,FORT THOMAS,AZ,85536,NOT AVAILABLE
6911 E MCDONALD DR,PARADISE VALLEY,AZ,85253,5342
12448 WEST BETHANY HOME ROAD,LITCHFIELD PARK,AZ,85340,NOT AVAILABLE
240 N BISBEE AVE,WILLCOX,AZ,85643,1905
3801 W MISSOURI AVE,PHOENIX,AZ,85019,2133
2550 N 79TH AVE,PHOENIX,AZ,85035,1225
4815 W HUNT HWY,QUEEN CREEK,AZ,85142,3271
2251 HIGHWAY 95,BULLHEAD CITY,AZ,86442,6089
1648 S 16TH ST,PHOENIX,AZ,85034,5340
8310 E PIMA ST,TUCSON,AZ,85715,5218
2217 W GLENDALE AVE,PHOENIX,AZ,85021,7729
2820 W KELTON LN,PHOENIX,AZ,85053,3028
5850 N SEANIFER DR,TUCSON,AZ,85741,5252
5850 W NORTHVIEW AVE,GLENDALE,AZ,85301,NOT AVAILABLE
1 MILE NORTH OF PINON NAVAJO R,PINON,AZ,86510,NOT AVAILABLE
2430 S 75TH AVE,PHOENIX,AZ,85043,7411
5802 E DOVE ROAD,CAVE CREEK,AZ,85331,NOT AVAILABLE
HWY 264 5 MI E OF GANADO,GANADO,AZ,86505,NOT AVAILABLE
5130 W GROVERS AVE,GLENDALE,AZ,85308,1300
9066 E 29TH ST,TUCSON,AZ,85710,8010
47121 H AVE.,FORT HUACHUCA,AZ,85613,NOT AVAILABLE
2350 S VIRGINIA DR,YUMA,AZ,85364,8530
2200 N ARIZONA AVE STE 17,CHANDLER,AZ,85225,3452
5801 S DEL MORAL BLVD,TUCSON,AZ,85706,4361
4417 N 66TH AVE,PHOENIX,AZ,85033,2712
12575 E. VIA LINDA,SCOTTSDALE,AZ,85259,NOT AVAILABLE
4120 E ACOMA DR,PHOENIX,AZ,85032,4753
2149 E CARVER DR,PHOENIX,AZ,85040,2533
4501 W 20TH ST,YUMA,AZ,85364,5816
1501 N CENTER AVE,CASA GRANDE,AZ,85122,2500
19845 N COSTA DEL SOL,MARICOPA,AZ,85138,5431
1600 S KOFA AVE,PARKER,AZ,85344,6403
1830 E DEL RIO DR,TEMPE,AZ,85282,2823
5000 W. ARIVACA ROAD,AMADO,AZ,85645,NOT AVAILABLE
2130 E HOWE AVE,TEMPE,AZ,85281,4818
13650 N MCDUFF RD STE 128,MARANA,AZ,85653,9722
510 N G AVE,DOUGLAS,AZ,85607,2822
461 S BRYANT AVE,TUCSON,AZ,85711,4775
1001 N 31ST AVE,PHOENIX,AZ,85009,3437
5858 E SWEETWATER AVE,SCOTTSDALE,AZ,85254,4376
4311 E LINDEN ST,TUCSON,AZ,85712,3240
1122 E LIBERTY LN,PHOENIX,AZ,85048,8426
4351 S RANCH HOUSE PKWY,GILBERT,AZ,85297,7049
NAVAJO RT 12 AND JCT. HWY 64,TSAILE,AZ,86556,NOT AVAILABLE
6935 E GOLD DUST AVE,SCOTTSDALE,AZ,85253,1447
5093 S LIBERTY AVE,TUCSON,AZ,85706,1329
2181 E MCDOWELL RD,PHOENIX,AZ,85006,2430
12050 N BULLARD AVE,SURPRISE,AZ,85379,6325
3150 STARLINE DR,LAKE HAVASU CITY,AZ,86406,5400
165 KACHINA DR,SEDONA,AZ,86336,4303
3900 S MOUNTAIN RD,MESA,AZ,85212,7005
1047 S 4TH AVE FL 2,YUMA,AZ,85364,3807
3401 N FORT VALLEY RD,FLAGSTAFF,AZ,86001,8388
320 E WARNER RD,GILBERT,AZ,85296,2976
1400 N ELEVEN MILE CORNER RD,CASA GRANDE,AZ,85194,9187
2217 W GLENDALE AVE,PHOENIX,AZ,85021,7729
8540 W BUTLER DR,PEORIA,AZ,85345,8000
3025 W MCDOWELL RD,PHOENIX,AZ,85009,2512
14802 W WIGWAM BLVD,GOODYEAR,AZ,85395,8231
2330 W GLOVER RD,ORO VALLEY,AZ,85742,7401
2700 E BROWN RD,MESA,AZ,85213,5315
266 E WESTBROOKE RD,SAN TAN VALLEY,AZ,85140,8961
7107 N BLACK CANYON HWY,PHOENIX,AZ,85021,7619
3777 W 22ND LN,YUMA,AZ,85364,5905
2315 W CANADA ST,TUCSON,AZ,85746,2209
4735 N 19TH AVE,PHOENIX,AZ,85015,3725
930 S SIRRINE,MESA,AZ,85210,3736
451 W FRYE RD,CHANDLER,AZ,85225,9546
7029 E BROWN RD,MESA,AZ,85207,3707
1300 E CEDAR ST,GLOBE,AZ,85501,1731
WARRIOR DRIVE,TUBA CITY,AZ,86045,NOT AVAILABLE
4827 N COUNTRY CLUB DR,SCOTTSDALE,AZ,85256,2915
510 S HIGHLAND AVE,TUCSON,AZ,85719,6427
900 W. MAIN ST.,ELOY,AZ,85231,NOT AVAILABLE
950 NORTH ELISEO C. FELIX JR.,AVONDALE,AZ,85323,NOT AVAILABLE
11150 E TANQUE VERDE RD,TUCSON,AZ,85749,8524
514 W WADE LN,PAYSON,AZ,85541,4886
#1 BOULDER STREET,GRAND CANYON VILLAGE,AZ,86023,NOT AVAILABLE
1601 W MAIN ST,MESA,AZ,85201,6910
2200 N ARIZONA AVE STE 17,CHANDLER,AZ,85225,3452
800 N 9TH ST,COOLIDGE,AZ,85128,3514
20873 W SUNRISE LN,BUCKEYE,AZ,85396,7593
2650 W 20TH ST,YUMA,AZ,85364,5038
20880 W MAIN ST,BUCKEYE,AZ,85396,7641
200 E 13TH ST,TUCSON,AZ,85701,2140
2801 N IZABEL ST,FLAGSTAFF,AZ,86004,3452
3900 S 55TH AVE,PHOENIX,AZ,85043,6332
RTE 8066 N PINON,PINON,AZ,86510,NOT AVAILABLE
732 W ROGER RD,TUCSON,AZ,85705,2621
1619 E MAIN ST,MESA,AZ,85203,9017
1216 E APACHE BLVD,TEMPE,AZ,85281,6005
8361 N 95TH AVE,PEORIA,AZ,85345,7717
5445 S ALVERNON WAY,TUCSON,AZ,85706,1958
14388 N 79TH AVE,PEORIA,AZ,85381,4682
2181 W. COUNTRY CLUB DR.,HEBER-OVERGAARD,AZ,85933,NOT AVAILABLE
1300 E WATSON DR,TEMPE,AZ,85283,3143
5125 E MARILYN RD,SCOTTSDALE,AZ,85254,2262
5901 S CALLE SANTA CRUZ,TUCSON,AZ,85709,6001
825 E FORT LOWELL RD,TUCSON,AZ,85719,2109
4525 E. BASELINE ROAD,GILBERT,AZ,85234,NOT AVAILABLE
10301 S SAN MIGUEL AVE,GOODYEAR,AZ,85338,9696
8520 N 47TH AVE,GLENDALE,AZ,85302,5100
6915 E GUADALUPE RD,MESA,AZ,85212,1752
6710 WEST CALLE LEJOS,PEORIA,AZ,85383,NOT AVAILABLE
2425 S PLEASANT DR,CHANDLER,AZ,85286,7654
601 N KEY BISCAYNE DR,GILBERT,AZ,85234,8114
201 N. BINGHAM AVE. STE. 6,SOMERTON,AZ,85350,NOT AVAILABLE
2645 N 24TH ST,PHOENIX,AZ,85008,1807
7702 N 39TH AVE,PHOENIX,AZ,85051,6419
16651 W CALLE CARMELA,MARANA,AZ,85653,9212
7624 W INDIAN SCHOOL RD,PHOENIX,AZ,85033,3009
4000 N CUMMINGS ST,FLAGSTAFF,AZ,86004,2437
3652 E BLACKWATER SCHOOL RD,COOLIDGE,AZ,85128,6609
1374 W FRONTAGE RD,RIO RICO,AZ,85648,6377
3839 W CAMELBACK RD,PHOENIX,AZ,85019,2512
995 UPPER RED ROCK LOOP RD,SEDONA,AZ,86336,9701
9400 E ESMOND LOOP,TUCSON,AZ,85747,9195
111 N WELL RD,AJO,AZ,85321,1840
2626 N 24TH ST,MESA,AZ,85213,1435
10701 E MARY ANN CLEVELAND WAY,TUCSON,AZ,85747,8995
6629 W CLARENDON AVE,PHOENIX,AZ,85033,4027
501 N 36TH ST,PHOENIX,AZ,85008,6320
515 W KELSO ST,TUCSON,AZ,85705,4237
6244 W ROOSEVELT ST,PHOENIX,AZ,85043,2584
NAVAJO RT. 12,FORT DEFIANCE,AZ,86504,NOT AVAILABLE
14802 W WIGWAM BLVD,GOODYEAR,AZ,85395,8231
3851 W MISSOURI AVE,PHOENIX,AZ,85019,2133
1425 PATRICIAN DR,LAKE HAVASU CITY,AZ,86404,1917
23636 S 204TH ST,QUEEN CREEK,AZ,85142,9677
200 E 13TH ST,TUCSON,AZ,85701,2140
1350 N CENTRAL AVE,SHOW LOW,AZ,85901,NOT AVAILABLE
100 MI W OF TUCSON ON AZ-86,SELLS,AZ,85634,NOT AVAILABLE
STATE ROUTE 86,SELLS,AZ,85634,NOT AVAILABLE
1900 W THOMAS RD,PHOENIX,AZ,85015,6051
899 E PLAZA CIR STE 1,YUMA,AZ,85365,2044
825 W DESERT FAIRWAYS DR,ORO VALLEY,AZ,85755,0001
2033 E SOUTHERN AVE,PHOENIX,AZ,85040,3344
945 THUMB BUTTE,BULLHEAD CITY,AZ,86429,5986
APN 304-64-878,QUEEN CREEK,AZ,85142,NOT AVAILABLE
8981 E TANQUE VERDE RD STE 281,TUCSON,AZ,85749,9470
21419 W DOVE VALLEY RD,WITTMANN,AZ,85361,8412
5225 E BUENA SCHOOL BLVD,SIERRA VISTA,AZ,85635,2392
5310 N 12TH ST # 100,PHOENIX,AZ,85014,2903
3775 E UNION HILLS DR,PHOENIX,AZ,85050,3214
1050 RUTH ST,PRESCOTT,AZ,86301,1730
25 W CALLE CONCORDIA,TUCSON,AZ,85704,8505
2301 W THOMAS RD,PHOENIX,AZ,85015,5904
8194 W. DEER VALLEY RD STE B10,PEORIA,AZ,85382,NOT AVAILABLE
1650 W SOUTHERN AVE,PHOENIX,AZ,85041,4627
17667 N 91ST AVE,PEORIA,AZ,85382,3019
5500 W GALVESTON ST,CHANDLER,AZ,85226,2776
2120 E NACO VIS,TUCSON,AZ,85713,5111
421 N ARCADIA AVE,TUCSON,AZ,85711,3032
225 SOUTH ORLANDO STREET,FLORENCE,AZ,85132,NOT AVAILABLE
3700 PROSPECTOR ST,KINGMAN,AZ,86401,1901
360 S TWELVE OAKS BLVD,CHANDLER,AZ,85226,4819
11155 N ORACLE RD,ORO VALLEY,AZ,85737,5606
3001 W. INDIAN SCHOOL,PHOENIX,AZ,85017,NOT AVAILABLE
914 W 1ST AVE,SAN MANUEL,AZ,85631,1247
826 W CHAPALA DR,TUCSON,AZ,85704,4515
400 S 6TH AVE,YUMA,AZ,85364,2127
6602 N 75TH AVE,GLENDALE,AZ,85303,3504
146 E 4TH STREET,PIMA,AZ,85543,NOT AVAILABLE
6209 S 15TH AVE,PHOENIX,AZ,85041,5500
4068 E PECOS RD,GILBERT,AZ,85295,2529
8000 N SILVERBELL RD,TUCSON,AZ,85743,8210
18700 N PORTER RD,MARICOPA,AZ,85138,4220
1050 W CIMARRON ST,NOGALES,AZ,85621,1722
11441 N 55TH AVE,GLENDALE,AZ,85304,3402
1801 E FIR ST,COTTONWOOD,AZ,86326,4556
250 W ELVIRA RD,TUCSON,AZ,85756,6622
10 EDUCATION LANE,BYLAS,AZ,85530,NOT AVAILABLE
8624 W SWEETWATER AVE,PEORIA,AZ,85381,8101
1210 N 5TH AVE,PHOENIX,AZ,85003,1225
425 N SAHUARA AVE,TUCSON,AZ,85711,2508
14200 W. KIRKLAND/HILLSIDE RD.,KIRKLAND,AZ,86332,NOT AVAILABLE
3535 W DUNLAP AVE,PHOENIX,AZ,85051,5303
2255 W INA RD,TUCSON,AZ,85741,2650
3250 E HERMOSA VISTA DR,MESA,AZ,85213,1702
308 N MARTIN AVE,GILA BEND,AZ,85337,NOT AVAILABLE
3302 W LOUISE DR,PHOENIX,AZ,85027,1688
2700 W BROADWAY BLVD,TUCSON,AZ,85745,1715
6913 E REMBRANDT AVE,MESA,AZ,85212,NOT AVAILABLE
1150 N COUNTRY CLUB RD,TUCSON,AZ,85716,3942
TBD IN GOODYEAR,GOODYEAR,AZ,85338,NOT AVAILABLE
220 W KORTSEN RD,CASA GRANDE,AZ,85122,5910
3348 W MCDOWELL RD,PHOENIX,AZ,85009,2416
22801 E VIA DEL JARDIN,QUEEN CREEK,AZ,85142,NOT AVAILABLE
12775 E MARY ANN CLEVELAND WAY,VAIL,AZ,85641,8600
2533 N 60TH AVE,PHOENIX,AZ,85035,2801
455 N 8TH AVE,HOLBROOK,AZ,86025,2334
4275 W BASELINE RD,LAVEEN,AZ,85339,1880
1211 E GUADALUPE RD,GILBERT,AZ,85234,4889
698 W 11TH ST,SAFFORD,AZ,85546,2998
2747 S RECKER RD,GILBERT,AZ,85295,7851
6901 PANTHER PATH,PRESCOTT VALLEY,AZ,86314,2252
2700 E BROWN RD,MESA,AZ,85213,5315
500 N. MAIN STREET,SELIGMAN,AZ,86337,NOT AVAILABLE
130 W MESQUITE ST,GILBERT,AZ,85233,6411
16750 W GARFIELD ST,GOODYEAR,AZ,85338,6287
406 N 41ST AVE,PHOENIX,AZ,85009,4069
11420 E LIMBERLOST RD,TUCSON,AZ,85749,8103
3930 W GREENWAY RD,PHOENIX,AZ,85053,3706
1000 N AMARILLO ST,CASA GRANDE,AZ,85122,3656
29677 W INDIANOLA AVE,BUCKEYE,AZ,85396,7190
1000 E BUTLER AVE STE 115,FLAGSTAFF,AZ,86001,5900
1011 NORTH SOMERTON AVE.,SOMERTON,AZ,85350,NOT AVAILABLE
8633 W JOHN CABOT RD,PEORIA,AZ,85382,0879
5110 E LAFAYETTE BLVD,PHOENIX,AZ,85018,4433
9965 W CALLE LEJOS,PEORIA,AZ,85383,1117
HIGHWAY 191,CHINLE,AZ,86503,NOT AVAILABLE
5831 E PIMA ST,TUCSON,AZ,85712,5600
HWY 264 - ACROSS OLD TEXACO STATION,SECOND MESA,AZ,86043,NOT AVAILABLE
10203 E MCDOWELL MTN RANCH RD,SCOTTSDALE,AZ,85255,8600
1121 S 3RD AVE,PHOENIX,AZ,85003,2614
1050 RUTH ST,PRESCOTT,AZ,86301,1730
27010 E HIGHWAY 70,PERIDOT,AZ,85542,NOT AVAILABLE
1020 W AVENUE C,YUMA,AZ,85364,NOT AVAILABLE
2323 E MOUNTAIN GATE PASS,PHOENIX,AZ,85024,7598
1396 N. OLD POMERENE ROAD,POMERENE,AZ,85627,NOT AVAILABLE
3335 W FLOWER ST,PHOENIX,AZ,85017,4802
5025 N. BOWIE,COCHISE,AZ,85606,NOT AVAILABLE
255 E. WIGWAM BLVD,LITCHFIELD PARK,AZ,85340,NOT AVAILABLE
3535 S BASHA RD,CHANDLER,AZ,85248,4901
15800 W SHERMAN ST,GOODYEAR,AZ,85338,3011
4744 W GROVERS AVE,GLENDALE,AZ,85308,3453
1346 N STONE AVE,TUCSON,AZ,85705,7338
1460 E HORNE,MESA,AZ,85204,NOT AVAILABLE
3801 W ROANOKE AVE,PHOENIX,AZ,85009,1304
21455 W ROESER RD,BUCKEYE,AZ,85326,NOT AVAILABLE
7302 N 10TH ST,PHOENIX,AZ,85020,5327
1600 S 107TH AVE,AVONDALE,AZ,85323,2209
2200 W WETMORE RD,TUCSON,AZ,85705,2038
2353 E BANTAM RD,TUCSON,AZ,85706,1762
192 E. 200 S.,PIMA,AZ,85543,NOT AVAILABLE
4525 E SAINT ANNE AVE,PHOENIX,AZ,85042,5359
1845 CAMPBELL AVE,PRESCOTT,AZ,86301,1211
760 E CENTER ST,CHINO VALLEY,AZ,86323,7411
370 CAMP LINCOLN RD,CAMP VERDE,AZ,86322,7493
3100 S AVENUE A,YUMA,AZ,85364,7904
855 N BAUTISTA ST,NOGALES,AZ,85621,1843
50023 N 514TH AVE,AGUILA,AZ,85320,NOT AVAILABLE
1362 N CASA GRANDE AVE,CASA GRANDE,AZ,85122,2648
400 N 2ND AVE,TUCSON,AZ,85705,8506
15151 W CENTERRA DR S,GOODYEAR,AZ,85338,2956
8520 N 19TH AVE,PHOENIX,AZ,85021,4201
4525 S COLLEGE AVE,TEMPE,AZ,85282,6905
1460 S HORNE,MESA,AZ,85204,5760
2300 S GARDNER DR,CHANDLER,AZ,85286,8349
102 N PLUMER AVE,TUCSON,AZ,85719,5906
2700 S LA CHOLLA BLVD,TUCSON,AZ,85713,4590
21400 N SANTA ROSA DR,MARICOPA,AZ,85138,4215
16428 N 21ST ST.,PHOENIX,AZ,85022,NOT AVAILABLE
35 W DUNLAP AVE,PHOENIX,AZ,85021,3523
9621 W SPECKLED GECKO DR,PEORIA,AZ,85383,1705
266 E PASTIME RD,TUCSON,AZ,85705,3350
11279 W GRIER RD # 105,MARANA,AZ,85653,9609
1645 W MCDOWELL RD,PHOENIX,AZ,85007,1607
3939 N MAGNETITE LN,TUCSON,AZ,85745,9167
700 E 22ND ST,TUCSON,AZ,85713,1703
INDIAN RTE 35,SELLS,AZ,85634,NOT AVAILABLE
3223 N 4TH ST,FLAGSTAFF,AZ,86004,2039
800 W NORTHERN AVE,COOLIDGE,AZ,85128,4000
22800 N 67TH AVE,GLENDALE,AZ,85310,4235
3777 W 16TH ST,YUMA,AZ,85364,4502
1135 N. MAIN ST,SAN LUIS,AZ,85349,NOT AVAILABLE
6000 E LONG LOOK DR,PRESCOTT VALLEY,AZ,86314,2253
31501 N WESTLAND RD,PEORIA,AZ,85383,7846
325 SCHOOL TERRACE ROAD,BISBEE,AZ,85603,NOT AVAILABLE
25250 N. 35TH AVENUE,GLENDALE,AZ,85310,NOT AVAILABLE
9880 N 77TH AVE,PEORIA,AZ,85345,6667
HIGHWAY 160 MILE MARKER 448,TEEC NOS POS,AZ,86514,NOT AVAILABLE
1274 E. ONEIL DR,CASA GRANDE,AZ,85122,NOT AVAILABLE
9800 E QUARTERLINE RD,MESA,AZ,85207,6228
2802 E. MCDOWELL ROAAD,PHOENIX,AZ,85008,NOT AVAILABLE
2507 N 74TH ST,SCOTTSDALE,AZ,85257,NOT AVAILABLE
2345 N HORNE,MESA,AZ,85203,1823
545 N HORNE,MESA,AZ,85203,7124
9701 E SOUTHERN AVE,MESA,AZ,85209,3769
4333 S DEANZA BLVD,GILBERT,AZ,85297,8973
473 STADIUM DR,MORENCI,AZ,85540,NOT AVAILABLE
3943 E THOMAS RD,PHOENIX,AZ,85018,7511
HIGHWAY 191 AT ROUTE 12,ROUND ROCK,AZ,86547,NOT AVAILABLE
2802 W ANKLAM RD,TUCSON,AZ,85745,1724
10 N. SPRING VALLEY RD.,PARKS,AZ,86018,NOT AVAILABLE
3624 WEST BELL ROAD SUITE 4-6,GLENDALE,AZ,85308,NOT AVAILABLE
2251 NAVAJO BLVD,HOLBROOK,AZ,86025,1824
940 E. MARICOPA STREET,SPRINGERVILLE,AZ,85938,NOT AVAILABLE
1535 E BASELINE RD,PHOENIX,AZ,85042,6732
1645 W SKYLINE DRIVE,SAN TAN VALLEY,AZ,85142,NOT AVAILABLE
100 SAN CARLOS AVE,SAN CARLOS,AZ,85550,NOT AVAILABLE
500 E HOUSTON AVE,GILBERT,AZ,85234,3427
7470 E CLOUD RD,TUCSON,AZ,85750,2204
23276 N 83RD AVE,PEORIA,AZ,85383,1621
2602 N 23RD AVE,PHOENIX,AZ,85009,1920
3650 S 64TH LN,PHOENIX,AZ,85043,5800
18440 N 15TH AVE,PHOENIX,AZ,85023,1402
11905 W COCOPAH CIR,AVONDALE,AZ,85323,6292
6315 W PORT AU PRINCE LN,GLENDALE,AZ,85306,3217
735 E FILLMORE ST,PHOENIX,AZ,85006,3324
17161 W BAJADA RD,SURPRISE,AZ,85387,1091
4615 S 22ND ST,PHOENIX,AZ,85040,2528
2450 E LARKSPUR DR,PHOENIX,AZ,85032,7022
33656 W. AGUIRRE LANE,RED ROCK,AZ,85245,NOT AVAILABLE
10625 E DREXEL RD,TUCSON,AZ,85747,6120
4610 S 12TH ST,PHOENIX,AZ,85040,2314
4850 W JEFFREY RD,TUCSON,AZ,85757,9594
4801 W MARYLAND AVE,GLENDALE,AZ,85301,4131
15560 WEST ELEMENTARY SCHOOL R,FORT THOMAS,AZ,85536,NOT AVAILABLE
1550 W SUMMIT PL,CHANDLER,AZ,85224,1203
1801 E FIR ST,COTTONWOOD,AZ,86326,4556
45103 BURNS STREET,FORT HUACHUCA,AZ,85613,NOT AVAILABLE
20012 N 35TH AVE,GLENDALE,AZ,85308,2204
1200 W SPEEDWAY BLVD,TUCSON,AZ,85745,2326
824 THORNE AVE.,WINKELMAN,AZ,85292,NOT AVAILABLE
236 S SIRRINE,MESA,AZ,85210,1611
3950 N 53RD AVE,PHOENIX,AZ,85031,3011
3700 S ARIZONA AVE,CHANDLER,AZ,85248,4500
3501 E OSBORN RD,PHOENIX,AZ,85018,5767
10700 S. PALO VERDE ROAD,PALO VERDE,AZ,85343,NOT AVAILABLE
255 N. COTTOWNWOOD ST.,COLORADO CITY,AZ,86021,NOT AVAILABLE
2231 E FRONTAGE RD,TUBAC,AZ,85646,NOT AVAILABLE
1400 E BROADWAY BLVD,TUCSON,AZ,85719,5825
7900 S 43RD AVE,LAVEEN,AZ,85339,3023
1300 NORTH 4TH AVENUE,THATCHER,AZ,85552,NOT AVAILABLE
3802 N 91ST AVE,PHOENIX,AZ,85037,2368
3155 S SAN TAN VILLAGE PKWY,GILBERT,AZ,85295,0857
4141 W MCNEIL ST,LAVEEN,AZ,85339,2597
225 S. ORLANDO STREET,FLORENCE,AZ,85132,NOT AVAILABLE
2701 W BETHANY HOME RD,PHOENIX,AZ,85017,1705
4932 W MYRTLE AVE,GLENDALE,AZ,85301,2122
1105 E BROADWAY RD,TEMPE,AZ,85282,1505
440 S 7TH ST,WILLIAMS,AZ,86046,2327
6905 W MARYLAND AVE,GLENDALE,AZ,85303,3600
2745 E 18TH ST,TUCSON,AZ,85716,5638
1200 W SPEEDWAY BLVD,TUCSON,AZ,85745,2326
37611 N PECAN CRK,SAN TAN VALLEY,AZ,85140,5100
HWY 288 BAKER RANCH RD,YOUNG,AZ,85554,NOT AVAILABLE
294 W CARLOS AVE,HOLBROOK,AZ,86025,1846
5149 S SIGNAL BUTTE RD,MESA,AZ,85212,8181
18600 N PORTER RD,MARICOPA,AZ,85138,4049
738 S LONGMORE,MESA,AZ,85202,1908
9701 E SOUTHERN AVE,MESA,AZ,85209,3769
29126 E SAN JOSE AVE,WELLTON,AZ,85356,6722
1600 MESQUITE,GLOBE,AZ,85501,NOT AVAILABLE
1362 N CASA GRANDE AVE,CASA GRANDE,AZ,85122,2648
10129 E SPEEDWAY BLVD,TUCSON,AZ,85748,1921
6650 E RAFTRIVER ST,MESA,AZ,85215,9771
755 N BONITO ST,FLAGSTAFF,AZ,86001,1577
HIGHWAY 61 AND CINDER ROAD,CONCHO,AZ,85924,NOT AVAILABLE
9850 E 29TH ST,TUCSON,AZ,85748,8106
455 N 1ST AVE,HOLBROOK,AZ,86025,NOT AVAILABLE
1903 E ROESER RD,PHOENIX,AZ,85040,3341
9455 E RITA RD,TUCSON,AZ,85747,6300
4848 S 2ND ST,PHOENIX,AZ,85040,2122
3436 E RIO VIRGIN RD,BEAVER DAM,AZ,86432,NOT AVAILABLE
3161 N 33RD AVE,PHOENIX,AZ,85017,4818
1615 MAIN ST,CLARKDALE,AZ,86324,2505
2098 S 3RD AVE,YUMA,AZ,85364,6425
636 S 7TH ST,WILLIAMS,AZ,86046,2331
1410 N 3RD ST,PHOENIX,AZ,85004,1608
2 N 31ST AVE,PHOENIX,AZ,85009,4849
1431 E. CAMPBELL AVE,PHOENIX,AZ,85014,NOT AVAILABLE
3540 W UNION HILLS DR,GLENDALE,AZ,85308,2402
3807 E PUEBLO AVE,MESA,AZ,85206,1822
900 CARMELITA DR,SIERRA VISTA,AZ,85635,1927
828 S VALENCIA,MESA,AZ,85202,2824
6997 N GLEN HARBOR BLVD,GLENDALE,AZ,85307,3705
1211 N. YELLOWJACKET WAY,TOMBSTONE,AZ,85638,NOT AVAILABLE
